quarter,state,price_index
Unit,Residential Property Price Index ;  Sydney ;,Index Numbers
2019-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.5
2019-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,3.1
2020-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.2
2020-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.8
2020-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.9
2020-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,3.4
2021-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,5.6
2021-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,8.2
2021-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,6
2021-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,6.4
Unit,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,Percent
Series Type,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,Original
Data Type,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,PERCENT
Frequency,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,Quarter
Collection Month,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3
Series Start,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,74
Series ID,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,A83728458V
2003-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3.8
2004-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.4
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-1
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.7
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.1
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.7
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.1
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.9
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.1
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3.6
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.8
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.8
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.9
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,4.5
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3.6
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3.8
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.4
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.9
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-2.2
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-1.4
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.2
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,4.2
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,4.2
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,5.5
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3.1
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-1.2
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.6
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.9
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.7
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-1.8
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.8
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.6
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.4
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.2
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2.2
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.7
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2.5
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2.5
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,4
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.4
2014-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.9
2014-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.2
2014-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2
2015-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.6
2015-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,4.7
2015-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2
2015-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,0.2
2016-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.2
2016-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2
2016-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.5
2016-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,4.1
2017-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2.2
2017-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1.9
2017-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.2
2017-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,1
2018-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.7
2018-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.7
2018-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-1.5
2018-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-2.4
2019-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-3
2019-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,-0.7
2019-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,2.4
2019-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Weighted average of eight capital cities ;,3.9
